SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC13398,38,3000,1154,600,2942,1,2272,2.4
SSC13399,44,3723,1042,0,2250,0.9,2250,3
SSC13400,46,2167,524,0,1124,1.2,900,2
SSC13401,50,1717,517,275,1208,0.8,1023,2.3
SSC13402,54,0,430,0,1249,0.6,900,2
SSC13403,34,0,483,180,1374,0.7,612,1.8
SSC13404,57,715,483,0,1041,0.7,933,1.7
SSC13405,33,2200,811,580,2154,1.1,1891,2.5
SSC13406,47,2450,700,0,2250,0.7,1437,3
SSC13407,55,2084,644,225,1375,0.7,1192,2.4
SSC13408,31,2000,762,400,1665,1.3,1573,2.6
SSC13409,36,2167,544,380,1525,1,1355,3
SSC13410,33,1733,632,350,1570,0.9,1470,3.1
SSC13411,54,0,462,0,2249,0,1125,1
SSC13412,38,3000,998,630,3244,0.9,2832,3
SSC13413,42,3800,1014,730,3553,0.8,3029,3.1
SSC13414,47,1950,587,275,1516,0.8,1406,2.8
SSC13415,43,1235,465,150,1178,0.8,956,2.7
SSC13416,53,1200,589,180,1187,0.6,1208,2.7
SSC13417,58,0,474,0,1100,0.8,1075,2.5
SSC13418,0,0,0,0,0,0,0,0
SSC13419,34,2500,862,0,2124,0.8,2125,3.1
SSC13420,39,2167,573,423,1491,0.9,1452,3.3
SSC13421,40,0,762,0,2124,0.3,1374,1.3
SSC13422,43,1950,1038,0,2200,0.7,2312,2.8
SSC13423,38,0,949,80,2750,0.8,1249,2
SSC13424,39,3017,812,220,2321,0.7,2356,3
SSC13425,47,1700,485,350,1474,0.9,1468,3.2
SSC13426,57,0,374,0,1249,0.7,899,1.4
SSC13427,46,1330,725,384,1821,0.8,1600,2.6
SSC13428,49,1192,708,330,1575,0.8,1452,2.4
SSC13429,34,2600,881,595,2506,0.9,2401,3.4
SSC13430,35,1300,857,0,2187,0.9,2062,3.1
SSC13431,41,0,540,50,1224,0.7,1031,2.5
SSC13432,56,1650,468,0,1125,0.7,850,2
SSC13433,28,0,833,378,0,0,1875,0
SSC13434,41,2817,1178,527,3023,0.8,3069,3.4
SSC13435,38,3000,1457,655,3567,1,2873,2.3
SSC13436,47,1300,450,0,1218,0.9,1125,3.1
SSC13437,56,0,850,0,1999,0.5,1208,1.5
SSC13438,51,1539,658,0,1083,0.7,1024,2.1
SSC13439,62,601,387,0,724,0.8,725,1.8
SSC13440,46,2059,748,263,1920,0.7,1843,2.8
SSC13441,48,1096,566,175,1093,0.7,1025,2.3
SSC13442,57,0,369,0,1125,0.7,899,1.5
SSC13443,37,1800,707,400,1745,0.8,1641,2.9
SSC13444,37,1900,1217,420,2622,1.2,1708,1.6
SSC13445,54,2290,457,200,1312,0.7,1031,2
SSC13446,40,1777,575,340,1410,0.7,1303,2.9
SSC13447,41,2800,917,510,2670,0.9,2148,2.7
SSC13448,39,1950,633,350,1728,0.9,1452,2.7
SSC13449,34,1700,564,310,1389,0.8,1202,2.6
SSC13450,44,2058,602,300,1437,0.7,1208,2
SSC13451,42,0,762,0,1874,0.5,1874,3.5
SSC13452,46,1300,575,133,1312,0.8,1062,2.5
SSC13453,37,2167,645,400,1808,1,1553,2.8
SSC13454,36,2200,756,465,2040,1,1714,2.6
SSC13455,49,1300,461,148,1228,0.8,1149,2.6
SSC13456,56,0,675,0,2166,0.6,2125,2.6
SSC13457,50,1495,474,220,1136,0.7,856,2.2
SSC13458,43,2080,846,300,1910,0.7,1786,2.5
SSC13459,42,2500,603,333,1974,0.9,1968,2.9
SSC13460,43,2167,814,0,2124,0.8,2124,2.5
SSC13461,33,1691,405,209,1054,1,861,3.1
SSC13462,48,1800,665,380,1755,0.7,1550,2.6
SSC13463,52,1625,534,340,1297,0.7,1016,2.2
SSC13464,53,0,450,195,1312,0.7,962,2
SSC13465,53,1138,458,145,1187,0.7,725,1.9
SSC13466,44,0,575,0,0,0,0,2
SSC13467,43,1733,530,300,1365,0.8,1289,2.7
SSC13468,0,0,0,0,0,0,0,0
SSC13469,42,1609,661,273,2067,0.8,1791,2.9
SSC13470,35,1517,524,340,1263,0.8,1146,2.7
SSC13471,46,1667,682,220,1562,0.8,1449,2.6
SSC13472,48,1300,455,280,1021,0.7,857,2.3
SSC13473,0,0,0,0,0,0,0,0
SSC13474,69,1517,505,250,824,0.8,922,2.2
SSC13475,46,767,787,0,1937,0.6,1291,2.5
SSC13476,24,0,350,0,0,0,0,0
SSC13477,58,0,525,0,1024,0.8,962,1.6
SSC13478,46,2383,764,470,2097,0.8,1715,2.5
SSC13479,38,1500,576,335,1362,0.8,1215,2.7
SSC13480,55,0,762,0,2666,0.8,2624,2.5
SSC13481,48,0,1031,0,1937,1,1375,1
SSC13482,30,0,537,0,1812,1.3,1812,4
SSC13483,57,1677,558,0,1562,0.9,1187,2.3
SSC13484,43,1115,949,0,1875,0.6,1875,2.3
SSC13485,56,0,550,0,1125,0.8,725,1.6
SSC13486,36,1257,730,205,2050,0.8,1199,2.2
SSC13487,40,2600,940,410,2553,0.8,2277,2.9
SSC13488,22,0,725,0,0,0,0,2
SSC13489,44,2393,718,460,1960,0.9,1536,2.5
SSC13490,49,1442,587,0,1208,0.7,1374,1.9
SSC13491,46,1863,721,410,1830,0.7,1544,2.5
SSC13492,40,2000,697,405,1897,0.8,1638,2.8
SSC13493,59,0,599,0,1625,0.7,1125,1.6
SSC13494,51,2046,560,0,1624,0.6,1437,2.7
SSC13495,41,1800,745,150,1930,0.8,1718,2.9
SSC13496,50,295,612,0,1458,0.6,1041,2
SSC13497,62,0,254,0,0,0.6,574,2
SSC13498,46,1733,609,320,1460,0.8,1107,2.3
SSC13499,44,1831,572,430,1781,0.8,1569,2.8
SSC13500,39,2500,840,430,2042,0.9,2058,3.1
SSC13501,45,0,1312,0,0,0,0,4
SSC13502,32,2400,822,470,2120,0.8,2051,3.1
SSC13503,39,1800,674,250,1738,0.7,1318,2.4
SSC13504,54,0,900,0,0,1,900,2
SSC13505,45,2173,965,465,2171,0.9,1800,2.6
SSC13506,41,0,425,0,0,0.9,874,2.6
SSC13507,44,0,900,50,2624,0.5,1499,1.4
SSC13508,50,1209,502,275,1231,0.7,969,2.2
SSC13509,40,3700,1062,780,3672,0.9,3384,3.2
SSC13510,40,1950,716,400,1937,0.8,1940,3.1
SSC13511,35,1595,640,375,1597,0.8,1458,2.7
SSC13512,55,0,450,0,899,0.7,574,1.3
SSC13513,49,0,769,0,2083,0.7,2083,2.3
SSC13514,39,2167,665,0,2031,0.8,2083,3
SSC13515,50,1500,577,260,1312,0.8,1228,2.6
SSC13516,34,2000,475,400,1390,1.1,1276,3.3
SSC13517,32,3229,834,110,1792,0.9,1875,3
SSC13518,36,2058,645,380,1721,0.9,1551,2.9
SSC13519,49,1192,599,0,1624,0.9,1187,2.5
SSC13520,45,0,550,0,1499,0.6,1125,1.5
SSC13521,46,1610,854,250,2035,0.6,1875,2.9
SSC13522,58,878,431,0,933,0.7,875,2.4
SSC13523,30,1733,490,280,1219,0.9,1167,3.2
SSC13524,39,2167,628,360,1524,0.9,1708,3
SSC13525,47,1400,494,260,1286,0.7,1100,2.4
SSC13526,56,1219,523,200,1025,0.7,900,2.2
SSC13527,34,1300,414,0,1291,1.3,1125,3.3
SSC13528,55,1494,489,0,1187,0.6,1125,2.2
SSC13529,45,0,1042,0,0,1,2999,1
SSC13530,39,0,900,0,1437,1,1437,0
SSC13531,61,1571,476,0,1187,0.5,979,2
SSC13532,36,2194,754,550,2194,0.8,2155,3.2
SSC13533,44,1733,627,350,1664,0.8,1395,2.6
SSC13534,77,2102,428,108,1524,0.8,762,1.8
SSC13535,45,2167,648,400,1757,0.8,1504,2.6
SSC13536,37,496,356,150,769,1.3,735,1.6
SSC13537,51,1700,512,178,1075,0.8,985,2.5
SSC13538,57,0,537,0,1024,0.6,687,2
SSC13539,58,1800,529,300,1191,0.7,908,2
SSC13540,56,1733,518,300,1202,0.7,842,2.1
SSC13541,40,0,1142,0,2333,0.7,2250,3
SSC13542,33,1517,497,330,1330,0.8,1038,2.4
SSC13543,60,0,399,0,0,1,450,1.5
SSC13544,36,2320,814,400,2264,0.8,2220,3.3
SSC13545,53,0,469,0,1093,0.7,899,1.9
SSC13546,44,1842,553,345,1575,0.7,1160,2.6
SSC13547,33,2000,712,450,1609,1.2,1536,2.8
SSC13548,53,0,706,0,1499,0.8,1187,2
SSC13549,40,1668,592,260,1604,0.8,1250,2.3
SSC13550,33,1750,670,280,1897,0.8,1597,2.6
SSC13551,21,0,817,0,0,0,0,0
SSC13552,69,0,0,0,0,0,0,0
SSC13553,0,0,0,0,0,0,0,0
SSC13554,48,1733,624,460,1687,0.8,1364,2.6
SSC13555,53,1200,469,0,1312,0.7,941,2.5
SSC13556,48,0,561,250,1375,1.1,949,2.2
SSC13557,41,2167,669,320,1575,0.8,1437,2.3
SSC13558,29,0,725,253,0,1,2374,1
SSC13559,37,2000,457,360,1324,1,1173,3.1
SSC13560,51,0,417,0,0,0,474,1.5
SSC13561,53,1470,514,0,1166,1.1,1062,2.2
SSC13562,48,1300,494,275,1437,0.9,1014,2.5
SSC13563,46,1300,489,300,1092,0.8,982,2.4
SSC13564,43,1148,539,260,1258,0.8,953,2.3
SSC13565,20,0,824,0,0,0,0,0
SSC13566,0,0,0,0,0,0,0,0
SSC13567,0,0,0,0,0,0,0,0
SSC13568,47,2600,702,0,1562,0.7,1218,2.4
SSC13569,61,759,452,115,1041,0.7,575,1.6
SSC13570,53,1800,598,350,1330,0.7,1112,2.2
SSC13571,46,2427,672,240,1875,0.8,1659,2.8
SSC13572,42,1092,673,155,1770,0.7,1268,2.2
SSC13573,37,1300,612,167,1412,0.8,878,1.9
SSC13574,49,1213,433,200,1263,0.8,937,2.7
SSC13575,47,887,405,150,945,0.7,764,2.4
SSC13576,56,0,537,0,1437,0.8,1375,2
SSC13577,41,1387,581,280,1331,0.7,1099,2.2
SSC13578,43,2000,633,330,1960,0.7,1358,2.6
SSC13579,41,3132,755,177,2723,0.9,1517,2.5
SSC13580,52,1300,662,200,1449,0.8,1148,2.3
SSC13581,40,1775,606,388,1301,0.8,1130,2.5
SSC13582,43,1083,451,231,980,0.8,801,2.3
SSC13583,31,2000,397,226,1139,1.2,957,3.3
SSC13584,42,1127,568,160,1315,0.8,1073,2.5
SSC13585,45,1361,661,250,1520,0.9,1288,2.6
SSC13586,43,1127,548,240,1267,0.8,1057,2.6
SSC13587,37,2167,592,470,1719,1,1581,2.9
SSC13588,40,1127,447,220,993,0.8,889,2.6
SSC13589,39,1228,481,250,1142,0.8,912,2.4
SSC13590,39,1733,608,220,1946,0.7,1050,2.4
SSC13591,44,1387,464,200,1166,0.9,931,2.1
SSC13592,40,2131,739,400,2137,0.9,2052,3.2
SSC13593,47,1387,496,320,1245,0.8,1042,2.4
SSC13594,32,1733,657,300,1557,0.7,1330,2.7
SSC13595,42,1359,543,270,1198,0.8,1120,2.7
SSC13596,37,2000,712,390,1795,0.8,1573,2.8
SSC13597,39,1261,549,235,1143,0.8,889,2.2
SSC13598,42,3000,861,725,2842,0.8,2564,3.1
SSC13599,34,2100,616,420,1612,1,1469,3
SSC13600,56,1500,476,275,1053,0.7,853,2.1
SSC13601,34,1800,648,325,1533,0.8,1283,2.5
SSC13602,44,1928,703,150,1699,0.7,1562,2.7
SSC13603,59,0,593,0,1624,0.8,1437,2.5
SSC13604,47,1398,606,200,1395,0.7,1174,2.4
SSC13605,46,1841,625,350,1816,0.8,1369,2.4
SSC13606,49,656,425,0,1031,0.8,725,2.3
SSC13607,51,1200,488,250,1052,0.8,812,1.9
SSC13608,42,0,606,0,1458,0.8,1562,3.2
SSC13609,50,1560,324,0,1062,0.7,849,2.4
SSC13610,49,2000,862,0,2687,0.7,2531,2.8
SSC13611,49,2214,731,220,1916,0.7,1708,2.3
SSC13612,30,2300,1023,497,2216,0.8,2145,2.9
SSC13613,45,1928,835,255,1774,0.8,1531,2.5
SSC13614,42,1588,527,280,1422,0.9,1271,2.9
SSC13615,38,1591,741,270,1758,0.8,1649,2.8
SSC13616,0,0,0,0,0,0,0,0
SSC13617,56,0,575,0,0,0,1749,0
SSC13618,34,0,1325,0,3166,0.7,2333,2.5
SSC13619,43,649,730,60,1447,0.7,1330,2.2
SSC13620,44,1517,812,298,1674,0.8,1604,2.6
SSC13621,43,1192,439,110,1100,0.9,1062,2.5
SSC13622,39,1387,525,230,1220,0.8,948,2.4
SSC13623,37,1800,660,320,1788,0.8,1527,2.8
SSC13624,44,0,949,0,1937,0.6,1875,2.8
SSC13625,40,2500,1076,215,2519,1,2559,3.2
SSC13626,41,2400,739,240,2100,0.8,1833,2.9
SSC13627,48,0,512,0,2166,0.9,1749,2.1
SSC13628,39,2167,917,260,2631,0.8,2610,3.4
SSC13629,46,1950,722,355,2023,0.8,1550,2.5
SSC13630,62,1500,535,153,1312,0.6,914,1.8
SSC13631,34,1733,655,380,1692,0.9,1643,3.1
SSC13632,34,1985,748,410,1912,0.9,1859,3.1
SSC13633,46,0,725,0,0,1,0,0
SSC13634,47,1625,492,68,1625,0.8,1218,2.6
SSC13635,0,0,0,0,0,0,0,0
SSC13636,50,1500,470,300,1199,0.7,955,2.4
SSC13637,31,1800,718,380,1729,0.9,1651,3.1
SSC13638,55,2232,666,480,1757,0.6,1414,2.4
SSC13639,42,3000,932,680,2839,0.8,2477,2.9
SSC13640,42,3142,935,950,3051,0.8,2938,3.2
SSC13641,41,1950,460,418,1444,1,1505,3.4
SSC13642,33,2500,1386,580,2823,1.2,2327,2
SSC13643,34,1703,630,350,1412,0.9,1190,2.6
SSC13644,34,2600,1134,600,2654,1,2318,2.4
SSC13645,51,1669,545,220,1625,0.7,1312,2.2
SSC13646,37,1292,552,85,1089,0.7,1053,2.6
SSC13647,43,1408,518,270,1242,0.7,1091,2.3
SSC13648,42,1722,808,303,2374,0.8,2083,2.9
SSC13649,35,2500,882,575,2405,0.9,2291,3.2
SSC13650,35,2600,1067,500,2656,1,2179,2.3
SSC13651,37,650,344,0,762,0.7,575,2.3
SSC13652,50,0,425,0,1249,0.7,725,1.4
SSC13653,42,2167,838,445,2453,0.9,2338,3
SSC13654,38,2500,821,400,2511,0.8,2360,3
SSC13655,47,0,474,0,1125,1,1125,2
SSC13656,0,0,0,0,0,0,0,0
SSC13657,47,1476,537,0,1375,0.6,1292,2.3
SSC13658,60,0,280,0,725,0.5,724,2.4
SSC13659,52,1517,467,218,1125,0.7,1100,2.3
SSC13660,50,780,453,80,963,0.8,772,2.2
SSC13661,32,3033,966,0,2125,0.8,2125,3.4
SSC13662,49,1950,642,300,1643,0.8,1286,2.3
SSC13663,53,1350,510,0,1062,1,624,1.7
SSC13664,46,1517,531,300,1202,0.9,1196,2.7
SSC13665,53,1486,680,185,1687,0.6,1312,2.5
SSC13666,33,0,900,0,2750,0,2750,4
SSC13667,51,1083,444,200,1125,0.8,754,2.1
SSC13668,46,1733,675,0,2036,0.7,1292,2.7
SSC13669,34,2295,687,0,2125,0.8,1562,2.9
SSC13670,53,0,75,0,0,0,0,0
SSC13671,57,0,0,0,0,0,0,2
SSC13672,51,920,436,200,1125,0.6,833,2.3
SSC13673,48,2000,515,0,1333,0.9,1125,2.8
SSC13674,46,1300,506,185,1262,0.7,1187,2.4
SSC13675,32,2301,662,500,1985,1.1,1892,3
SSC13676,36,2300,705,490,2048,1,1809,2.9
SSC13677,46,1300,488,260,1354,0.8,1192,2.6
SSC13678,48,1671,758,0,1812,1,1624,2.5
SSC13679,47,1517,532,205,1916,0.8,1292,2.5
SSC13680,50,1125,447,38,1100,0.7,1020,2.5
SSC13681,53,1160,428,220,904,0.7,715,2.1
SSC13682,46,1690,515,180,1458,0.7,1109,2.2
SSC13683,50,0,575,0,1374,0.7,1437,2.8
SSC13684,40,2000,706,550,1723,0.8,1514,2.5
SSC13685,52,1788,524,0,1625,0.5,1187,2.2
SSC13686,47,2600,674,0,1812,0.7,1812,2.4
SSC13687,36,2167,993,445,2447,1.1,1940,2.3
SSC13688,42,2019,832,0,1906,0.8,1774,2.7
SSC13689,44,1664,575,0,1291,0.9,1312,3.5
SSC13690,45,1560,534,350,1289,0.8,1126,2.5
SSC13691,47,2167,813,356,2583,0.8,2062,2.7
SSC13692,48,1400,488,125,933,0.6,833,1.9
SSC13693,55,488,412,0,900,0.6,675,1.7
SSC13694,47,1759,585,340,1487,0.7,1212,2.4
SSC13695,55,1500,503,286,1134,0.7,960,2.2
SSC13696,43,1300,887,0,1875,0.6,1583,2.3
SSC13697,53,1402,515,265,1149,0.7,907,2.2
SSC13698,44,1452,505,280,1075,0.7,910,2.4
SSC13699,34,2500,1160,550,2944,1.1,2144,1.9
SSC13700,60,1300,451,250,957,0.7,768,2
SSC13701,36,2058,909,425,2082,0.9,1667,2.2
SSC13702,44,2600,990,350,2649,0.8,2371,2.9
SSC13703,48,2394,740,220,1852,0.7,1480,2.4
SSC13704,47,1213,474,250,1267,0.9,1205,2.8
SSC13705,42,1517,497,250,1478,0.8,1359,2.9
SSC13706,41,1170,529,226,1142,0.8,1016,2.8
SSC13707,46,2000,450,0,749,0.7,762,2.4
SSC13708,50,0,369,0,1624,0,1624,2
SSC13709,59,1213,428,220,900,0.7,734,2
SSC13710,0,0,0,0,0,0,0,0
SSC13711,52,1733,480,290,1210,0.8,874,2.2
SSC13712,44,2167,612,440,1903,0.7,1634,2.8
SSC13713,45,1935,392,0,1749,1.2,1187,2
SSC13714,36,2500,747,550,2029,1,1861,2.5
SSC13715,30,2302,681,690,1973,1.4,1949,2.4
SSC13716,31,2149,884,538,2041,1.3,1768,2.2
SSC13717,44,2500,717,440,1990,0.8,1649,2.7
SSC13718,41,2700,761,500,2127,0.8,1973,2.9
SSC13719,37,2692,675,0,1541,0.7,1531,1.7
SSC13720,54,1300,519,0,1374,1,1312,2.5
SSC13721,30,0,1024,0,2166,0.8,2062,2.4
SSC13722,41,1950,871,200,2205,0.8,2131,3.1
SSC13723,49,867,404,130,929,0.9,725,2.2
SSC13724,39,1733,609,330,1518,0.8,1487,3.2
SSC13725,42,1733,657,425,1803,0.8,1687,2.6
SSC13726,51,0,124,0,0,0,0,0
SSC13727,37,1842,640,370,1569,0.8,1403,2.8
SSC13728,50,1300,543,225,1347,0.8,1160,2.4
SSC13729,54,0,849,0,1375,0.6,1374,2.1
SSC13730,59,1049,541,130,1228,0.6,909,1.7
SSC13731,45,2037,493,250,1208,0.8,1145,2.7
SSC13732,44,0,725,0,1562,0.7,1156,2.7
SSC13733,48,1779,529,250,1300,0.8,1176,2.7
SSC13734,0,0,0,0,0,0,0,0
SSC13735,55,0,474,60,900,0.7,474,1.6
SSC13736,56,2184,866,185,2125,0.7,1562,2.1
SSC13737,57,1800,562,380,1348,0.7,1256,2.4
SSC13738,56,1300,575,0,1624,0.8,833,1.8
SSC13739,44,1465,659,375,1562,0.8,1458,2.5
SSC13740,41,1048,432,165,1062,0.9,739,2.8
SSC13741,36,3640,1414,710,3713,1,3348,2.4
SSC13742,55,1092,412,0,1124,0.8,774,1.9
SSC13743,52,384,480,120,1174,0.7,749,2.2
SSC13744,55,975,383,0,899,0.7,489,1.7
SSC13745,47,0,589,255,1125,0.6,624,1.7
SSC13746,38,0,669,203,1312,0.7,825,1.9
SSC13747,45,1430,537,295,1458,1,1281,2.7
SSC13748,47,1500,478,320,1165,0.7,968,2.4
SSC13749,56,1307,496,185,1224,0.7,1062,2.2
SSC13750,52,1066,604,0,2187,0.7,1875,2.4
SSC13751,34,0,817,165,1916,0.4,1625,1.9
SSC13752,0,0,0,0,0,0,0,0
SSC13753,45,1275,575,25,1375,0.8,1125,2.7
SSC13754,53,0,725,0,1812,0.5,1916,2.7
SSC13755,49,1777,738,405,2136,0.7,2052,2.7
SSC13756,59,0,725,0,1375,0.8,1437,2.8
SSC13757,55,0,900,0,1875,0.7,1875,2
SSC13758,44,1578,803,220,1792,0.9,1645,2.6
SSC13759,46,1114,555,135,1652,0.8,1050,2.2
SSC13760,44,1582,812,165,1937,0.7,1521,2.4
SSC13761,64,0,599,0,0,0.5,824,1
SSC13762,46,1275,512,225,1020,0.8,792,2.3
SSC13763,46,867,562,150,1420,0.7,1083,2.3
SSC13764,45,1256,465,240,1064,0.8,808,2.3
SSC13765,50,1626,448,220,912,0.7,767,2.1
SSC13766,57,2817,698,545,1796,0.8,1391,2.3
SSC13767,51,2084,599,191,1916,0.7,1781,2.2
SSC13768,50,1365,654,220,1968,0.7,1562,2.5
SSC13769,47,2080,488,258,1581,0.8,1104,2.5
SSC13770,42,2167,870,75,1875,0.8,1562,2.7
SSC13771,45,1478,506,300,1223,0.8,975,2.4
SSC13772,43,1733,709,410,1865,0.8,1580,2.5
SSC13773,41,1539,634,235,1312,0.8,1125,2.5
SSC13774,52,1430,656,260,1380,0.7,1087,2.1
SSC13775,37,1950,903,370,2377,0.8,2118,2.9
SSC13776,50,867,393,100,749,0.9,850,2.4
SSC13777,46,1400,624,300,1437,0.8,1145,2.3
SSC13778,56,1157,458,0,1124,0.5,860,1.7
SSC13779,65,1509,476,300,1053,0.6,891,2
SSC13780,36,1371,509,263,1241,0.8,1017,2.3
SSC13781,46,1345,560,310,1442,0.8,1199,2.6
SSC13782,38,2000,568,305,1562,0.9,1202,2.5
SSC13783,53,1040,394,200,933,0.8,780,2.3
SSC13784,47,1200,531,183,1295,0.7,982,2.3
SSC13785,38,2600,800,530,2153,1,1912,2.7
SSC13786,0,0,0,0,0,0,0,0
SSC13787,39,1619,544,260,1335,0.8,1118,2.5
SSC13788,33,1279,982,150,2094,0.8,1812,2.3
SSC13789,46,2709,802,350,2125,0.7,1963,2.7
SSC13790,43,3250,934,640,2990,0.8,2725,3
SSC13791,57,1450,478,0,1312,0.7,1291,2.4
SSC13792,53,1083,474,195,1054,0.7,794,2.1
SSC13793,46,1538,552,255,1419,0.9,1133,2.5
SSC13794,46,1320,465,235,1187,0.9,816,2.4
SSC13795,55,854,523,200,1137,0.8,900,1.7
SSC13796,35,1284,483,0,1416,0.8,900,2.9
SSC13797,53,1700,518,225,1231,0.8,1078,2.4
SSC13798,32,0,1025,0,2374,0.6,2374,2
SSC13799,44,2152,325,160,687,0.7,674,2.4
SSC13800,48,1625,575,0,1625,0.7,1375,2.5
SSC13801,38,2000,751,185,1857,0.8,1767,2.9
SSC13802,40,2000,638,480,1820,0.8,1752,3.1
SSC13803,64,0,450,0,0,0.6,0,2
SSC13804,43,2890,817,650,2457,0.8,2391,3.1
SSC13805,42,2167,734,450,1973,0.8,1679,2.6
SSC13806,46,1733,703,0,1312,0.5,787,2
SSC13807,47,2167,654,275,1821,0.8,1645,2.7
SSC13808,50,1300,469,310,1281,0.6,1062,2.4
SSC13809,40,0,466,0,1083,0.7,1083,2
SSC13810,45,1000,739,110,1666,0.7,1428,2.3
SSC13811,40,1000,642,190,1645,0.9,1399,3
SSC13812,46,2500,700,0,1875,0.8,1850,2.9
SSC13813,44,1950,442,200,1156,0.8,1100,2.5
SSC13814,49,2167,593,0,1375,0.7,1625,2.7
SSC13815,40,0,700,0,1624,0.7,1437,2.9
SSC13816,46,1322,493,250,1333,0.9,939,2.5
SSC13817,0,0,0,0,0,0,0,0
SSC13818,47,1473,511,320,1078,0.8,846,1.9
SSC13819,43,1950,599,330,1404,0.9,1135,2.3
SSC13820,63,0,675,0,0,0,0,0
SSC13821,0,0,0,0,0,0,0,0
SSC13822,46,3400,599,125,1374,0.7,1124,3.1
SSC13823,40,0,450,0,0,0.6,0,2
SSC13824,0,0,0,0,0,0,0,0
SSC13825,57,1300,762,0,1583,0.9,1562,2.5
SSC13826,33,1950,900,340,2223,0.9,1602,2
SSC13827,38,2167,886,350,2268,0.8,1582,2.2
SSC13828,42,1517,711,200,1625,0.7,1402,3
SSC13829,40,0,754,0,1562,0.8,1625,3.1
SSC13830,17,0,349,0,0,0,0,0
SSC13831,38,2000,731,350,1931,0.9,1821,3.1
SSC13832,0,0,0,0,0,0,0,0
SSC13833,54,1079,405,0,1062,0.6,1125,2.1
SSC13834,44,2004,575,310,1362,0.9,1083,2.6
SSC13835,32,2900,1033,640,2610,0.9,2649,3.5
SSC13836,51,2500,1100,500,3250,0.6,2812,2.4
SSC13837,39,0,474,0,1562,0.8,1124,2.7
SSC13838,46,1179,605,200,1466,0.7,1228,2.5
SSC13839,46,1733,624,0,2083,0.8,1375,2.8
SSC13840,41,3400,1559,900,4274,1.1,3516,1.9
SSC13841,0,0,0,0,0,0,0,0
SSC13842,44,2167,830,430,2250,0.9,2113,3.2
SSC13843,46,1517,521,290,1312,0.8,1281,2.7
SSC13844,49,0,525,190,1249,0.7,833,1.6
SSC13845,43,2035,739,300,2140,0.8,2103,3.1
SSC13846,61,0,450,0,0,0.6,0,2
SSC13847,40,2000,658,360,1815,0.8,1562,2.8
SSC13848,42,2253,799,433,2262,0.9,1947,2.7
SSC13849,47,1387,497,213,1028,0.9,924,2.7
SSC13850,39,2500,830,510,2463,0.9,2262,3
SSC13851,35,1733,702,330,1768,0.8,1647,2.9
SSC13852,30,2167,829,450,1916,0.7,1885,3.1
SSC13853,50,1323,660,125,1281,0.7,1125,2.5
SSC13854,51,542,537,0,1375,0.5,1125,2.3
SSC13855,55,0,364,0,899,1,725,2
SSC13856,32,1689,721,320,1795,0.8,1618,2.9
SSC13857,55,0,362,0,1499,0.6,1125,2
SSC13858,0,0,0,0,0,0,0,0
SSC13859,59,0,466,0,774,0.6,749,2.5
SSC13860,41,339,700,100,1202,0.7,1233,1.9
SSC13861,38,1800,712,0,2125,0.5,1437,2.2
SSC13862,0,0,0,0,0,0,0,0
SSC13863,37,1733,666,330,1736,0.9,1372,2.3
SSC13864,54,1696,462,220,1166,0.8,900,2.6
SSC13865,47,2573,820,230,2374,0.7,1999,2.3
SSC13866,0,0,0,0,0,0,0,0
SSC13867,37,0,537,30,0,0.3,749,1.3
SSC13868,29,0,762,0,1749,1,1374,4.5
SSC13869,56,0,350,0,0,1,725,2
SSC13870,43,2184,812,393,1791,0.7,1625,3
SSC13871,38,1733,464,105,1249,0.8,900,1.5
SSC13872,51,2859,849,0,749,0.6,849,1.8
SSC13873,46,1668,525,0,2125,1,2062,2
SSC13874,45,867,411,155,960,0.8,854,2.7
SSC13875,37,1800,687,350,1885,0.8,1719,2.9
SSC13876,47,1300,521,255,1331,0.8,1134,2.5
SSC13877,62,0,0,0,0,0,0,1
SSC13878,45,2000,665,350,1769,0.8,1631,2.9
SSC13879,44,1600,604,213,1571,0.7,1359,2.8
SSC13880,0,0,0,0,0,0,0,1
SSC13881,49,1975,374,0,900,0.8,724,2.5
SSC13882,0,0,0,0,0,0,0,0
SSC13883,48,1800,752,180,1854,0.7,1575,2.5
SSC13884,58,0,599,0,1374,0.6,1125,2
SSC13885,18,0,170,0,0,0,0,3
SSC13886,55,1200,484,200,1174,0.7,888,2.1
SSC13887,35,1319,553,199,1242,0.7,941,2.4
SSC13888,0,0,0,0,0,0,0,0
SSC13889,55,1517,496,221,1187,1,784,1.7
SSC13890,56,1517,559,264,1272,0.7,1018,2.1
SSC13891,36,0,725,0,0,1,1208,1.5
SSC13892,60,0,350,0,0,0.8,574,1.3
SSC13893,60,0,274,0,774,0.8,374,1.7
SSC13894,44,1733,578,230,1471,0.8,1354,2.7
SSC13895,41,1784,521,375,1350,0.8,1300,2.6
SSC13896,45,1200,512,116,1325,0.9,1158,2.5
SSC13897,44,1300,584,0,1416,0.5,1374,3
SSC13898,47,0,524,250,1125,0.6,850,2.2
SSC13899,39,1300,659,0,1281,0.8,1375,2.5
SSC13900,40,1600,664,280,2650,1,2562,3
